id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PER2	4	0.43177	0.57905	1.0	7817	2	-0.044048	0.35663	0.50303	1.0	7975	1	-0.044048
RIC3	6	0.43183	0.62879	1.0	7818	2	-0.047601	0.40789	0.6153	1.0	8593	2	-0.047601
OR5D13	2	0.43186	0.44529	1.0	7819	1	0.015017	0.2719	0.31914	0.979482	6813	1	0.015017
CAPNS2	2	0.43191	0.44533	1.0	7820	1	-0.054927	0.59925	0.59905	1.0	10603	0	-0.054927
LILRB5	4	0.43197	0.57926	1.0	7821	1	0.018378	0.20644	0.35191	0.982573	5736	2	0.018378
LIMCH1	2	0.43198	0.44539	1.0	7822	1	0.065069	0.23279	0.29037	0.972591	6181	1	0.065069
PLCB1	3	0.43205	0.50872	1.0	7823	1	-0.011369	0.52888	0.57078	1.0	9852	1	-0.011369
OR4S1	2	0.43205	0.44545	1.0	7824	1	-0.14685	0.71104	0.71074	1.0	11864	0	-0.14685
MBIP	4	0.43205	0.57935	1.0	7825	1	0.22529	0.067853	0.15648	0.921743	2753	3	0.22529
CFL2	1	0.43216	0.4324	1.0	7826	0	-0.050407	0.56784	0.56772	1.0	10276	0	-0.050407
FAM170A	5	0.43219	0.59341	1.0	7827	2	0.24381	0.083645	0.2037	0.945462	3181	3	0.24381
C2orf78	3	0.43224	0.50883	1.0	7828	1	0.22918	0.13478	0.23018	0.958486	4468	2	0.22918
TIPRL	2	0.43226	0.44564	1.0	7829	1	0.086305	0.32384	0.35844	0.982573	7550	1	0.086305
ACRBP	4	0.43228	0.57959	1.0	7830	2	-0.0001209	0.34476	0.4911	1.0	7813	2	-0.0001209
NPY1R	4	0.43242	0.57973	1.0	7831	2	0.16535	0.013201	0.043214	0.832426	781	2	0.16535
NKX2-	2	0.43244	0.44579	1.0	7832	1	-0.17253	0.57628	0.57643	1.0	10370	1	-0.17253
DNAH9	8	0.43262	0.66506	1.0	7833	1	0.25734	0.045035	0.14966	0.921743	2073	5	0.25734
RABGAP1	5	0.43265	0.59379	1.0	7834	2	0.046295	0.094794	0.22115	0.952956	3448	2	0.046295
CMKLR	2	0.43268	0.44601	1.0	7835	1	0.061612	0.21608	0.27833	0.970586	5907	1	0.061612
GUCA1B	4	0.43284	0.58015	1.0	7836	2	-0.1318	0.099423	0.21421	0.948343	3569	1	-0.1318
TACC	4	0.43286	0.58018	1.0	7837	2	-0.075973	0.52767	0.63761	1.0	9842	1	-0.075973
CRLF1	4	0.43291	0.58022	1.0	7838	2	-0.026561	0.78102	0.78646	1.0	12773	1	-0.026561
VPS18	4	0.43295	0.58026	1.0	7839	1	-0.031382	0.85741	0.85709	1.0	13843	0	-0.031382
ALDH4A1	3	0.43323	0.50939	1.0	7840	1	-0.072653	0.76565	0.7656	1.0	12568	0	-0.072653
CRYZL1	4	0.43331	0.58062	1.0	7841	2	-0.1522	0.024649	0.071442	0.857746	1283	1	-0.1522
RNF34	4	0.43336	0.58067	1.0	7842	2	-0.098558	0.70054	0.72912	1.0	11748	1	-0.098558
NAV	2	0.43348	0.44669	1.0	7843	1	0.10396	0.15977	0.23854	0.959414	4923	1	0.10396
LYRM2	3	0.43359	0.5096	1.0	7844	1	0.35477	0.047119	0.11357	0.890494	2144	2	0.35477
CPLX1	3	0.43365	0.50964	1.0	7845	1	0.039797	0.71716	0.71803	1.0	11945	1	0.039797
AEN	4	0.43368	0.58098	1.0	7846	1	-0.027058	0.60435	0.67441	1.0	10652	1	-0.027058
CDCP2	6	0.43379	0.63005	1.0	7847	2	0.00043957	0.35232	0.56666	1.0	7918	2	0.00043957
USP48	5	0.43379	0.59471	1.0	7848	2	0.017295	0.45273	0.61105	1.0	9135	2	0.017295
LMLN	3	0.43404	0.50986	1.0	7849	1	0.28568	0.099266	0.18413	0.934198	3566	2	0.28568
MANSC1	4	0.43408	0.58135	1.0	7850	2	-0.099747	0.57339	0.65892	1.0	10331	1	-0.099747
FGF18	3	0.43413	0.50994	1.0	7851	1	-0.016565	0.31582	0.44536	0.998811	7447	1	-0.016565
WHSC	6	0.43443	0.63047	1.0	7852	2	0.24411	0.0025814	0.012519	0.796235	190	4	0.24411
PLA2G2D	4	0.43444	0.58173	1.0	7853	2	-0.19018	0.9659	0.96581	1.0	15528	0	-0.19018
ANKRD5	7	0.43449	0.65324	1.0	7854	3	0.092249	0.064351	0.19354	0.938916	2636	3	0.092249
FBXO31	4	0.43472	0.582	1.0	7855	2	-0.043271	0.76813	0.77639	1.0	12604	1	-0.043271
VN1R4	2	0.43489	0.4479	1.0	7856	1	-0.12551	0.76024	0.75969	1.0	12498	0	-0.12551
TUBE1	3	0.435	0.51042	1.0	7857	1	0.22399	0.14201	0.23947	0.960409	4618	2	0.22399
LEF1	8	0.43501	0.66697	1.0	7858	3	0.086677	0.3546	0.60577	1.0	7948	3	0.086677
APOBR	4	0.43511	0.58237	1.0	7859	2	0.04405	0.20097	0.34638	0.982573	5642	2	0.04405
GOLGA2	4	0.43511	0.58237	1.0	7860	1	0.12552	0.40862	0.5556	1.0	8605	2	0.12552
YRDC	5	0.43521	0.59591	1.0	7861	2	-0.070786	0.79935	0.82337	1.0	13025	1	-0.070786
CNTNAP2	3	0.43528	0.51057	1.0	7862	1	0.079425	0.76493	0.76488	1.0	12559	0	0.079425
NR1H4	5	0.43532	0.59599	1.0	7863	2	0.14438	0.059431	0.1632	0.923716	2505	3	0.14438
TGFB3	4	0.43558	0.58282	1.0	7864	1	-0.097402	0.8492	0.84873	1.0	13724	0	-0.097402
CDYL	4	0.43564	0.58288	1.0	7865	2	0.021583	0.40375	0.55066	1.0	8541	2	0.021583
GPX6	4	0.43604	0.58331	1.0	7866	1	0.13066	0.16186	0.30688	0.978268	4958	2	0.13066
SCT	4	0.43608	0.58334	1.0	7867	2	-0.1595	0.54319	0.64459	1.0	9998	1	-0.1595
NPEPL1	2	0.43614	0.44895	1.0	7868	1	-0.079351	0.77091	0.77039	1.0	12632	0	-0.079351
DNAJC5B	3	0.43621	0.51113	1.0	7869	1	-0.14486	0.6596	0.66738	1.0	11264	1	-0.14486
CAPN14	2	0.43639	0.44915	1.0	7870	1	0.045679	0.24358	0.29833	0.97762	6359	1	0.045679
POTEC	2	0.43644	0.44918	1.0	7871	1	-0.076219	0.17475	0.24889	0.9631	5177	1	-0.076219
C11orf52	2	0.43646	0.44921	1.0	7872	1	-0.16079	0.70211	0.70188	1.0	11764	0	-0.16079
HEG1	4	0.43661	0.58388	1.0	7873	1	0.10918	0.35186	0.49829	1.0	7912	2	0.10918
ALDH8A1	4	0.43677	0.58404	1.0	7874	2	-0.051438	0.59359	0.66894	1.0	10540	1	-0.051438
PIGA	3	0.43695	0.51157	1.0	7875	1	0.041901	0.060748	0.13299	0.911964	2543	1	0.041901
ABHD1	3	0.43698	0.51158	1.0	7876	1	0.27339	0.073472	0.15004	0.921743	2921	2	0.27339
PDE6A	4	0.43699	0.58428	1.0	7877	2	-0.12217	0.43499	0.58232	1.0	8928	1	-0.12217
DMC1	4	0.43706	0.58436	1.0	7878	2	-0.035525	0.85871	0.85842	1.0	13864	0	-0.035525
SLC6A13	5	0.43714	0.59748	1.0	7879	2	-0.02608	0.2137	0.39504	0.98894	5863	2	-0.02608
SRRM4	2	0.43714	0.44981	1.0	7880	1	-0.10082	0.4235	0.43864	0.996682	8777	1	-0.10082
NFKB1	5	0.43721	0.59755	1.0	7881	2	-0.018521	0.56641	0.70746	1.0	10264	2	-0.018521
CD63	2	0.43728	0.44994	1.0	7882	1	0.060503	0.21525	0.27771	0.970586	5894	1	0.060503
ACSBG2	4	0.4373	0.58459	1.0	7883	2	-0.08525	0.76395	0.77318	1.0	12547	1	-0.08525
OR7G3	2	0.43742	0.45006	1.0	7884	1	-0.064161	0.62608	0.62589	1.0	10870	0	-0.064161
MLKL	3	0.43742	0.51184	1.0	7885	1	-0.051908	0.71575	0.7167	1.0	11928	1	-0.051908
GNE	9	0.43748	0.69474	1.0	7886	3	0.068687	0.067146	0.21498	0.948343	2732	4	0.068687
AKD1	4	0.43752	0.58481	1.0	7887	2	-0.0037511	0.25028	0.39585	0.98894	6464	2	-0.0037511
GA	4	0.4378	0.5851	1.0	7888	2	0.19117	0.066569	0.15404	0.921743	2710	2	0.19117
ZNF62	7	0.4378	0.65633	1.0	7889	2	0.11544	0.19659	0.41345	0.993386	5557	4	0.11544
CPV	3	0.43792	0.51215	1.0	7890	1	0.18384	0.22344	0.34238	0.982573	6029	2	0.18384
NPBWR1	2	0.43813	0.45064	1.0	7891	1	-0.14037	0.40815	0.42589	0.993386	8595	1	-0.14037
FAM188A	4	0.43818	0.5855	1.0	7892	2	-0.11188	0.44889	0.59637	1.0	9086	1	-0.11188
ZIC	3	0.43841	0.51245	1.0	7893	1	0.018833	0.70902	0.7105	1.0	11832	1	0.018833
CTIF	3	0.43851	0.51251	1.0	7894	1	-0.024955	0.83915	0.83896	1.0	13574	0	-0.024955
KLHL3	13	0.43887	0.73259	1.0	7895	4	0.15266	0.060952	0.22208	0.952956	2551	7	0.15266
ANKRD53	6	0.4389	0.63328	1.0	7896	2	-0.0057564	0.23012	0.42718	0.993386	6138	3	-0.0057564
SAA4	4	0.43893	0.58627	1.0	7897	2	0.05799	0.25187	0.39744	0.989386	6498	2	0.05799
TLR4	3	0.43902	0.51282	1.0	7898	1	0.088861	0.7889	0.78876	1.0	12882	0	0.088861
GALNTL4	2	0.43916	0.45154	1.0	7899	1	0.050782	0.25235	0.30477	0.97762	6504	1	0.050782
EPHA	5	0.43916	0.59915	1.0	7900	2	0.14731	0.1204	0.26026	0.964015	4117	3	0.14731
HP1BP3	5	0.43923	0.59921	1.0	7901	2	-0.02372	0.61071	0.7395	1.0	10713	1	-0.02372
BEST	3	0.43929	0.51296	1.0	7902	1	0.3388	0.11888	0.20958	0.94702	4077	2	0.3388
TMEM135	4	0.43937	0.58671	1.0	7903	2	0.091501	0.069826	0.16024	0.922271	2812	2	0.091501
KDELR3	3	0.43953	0.51312	1.0	7904	1	0.027922	0.74812	0.7481	1.0	12338	0	0.027922
ARHGEF2	5	0.43954	0.59946	1.0	7905	1	0.15755	0.1732	0.33814	0.98246	5150	3	0.15755
PHKA2	3	0.43962	0.51317	1.0	7906	1	0.2303	0.13954	0.23628	0.958486	4579	2	0.2303
NBEA	6	0.43969	0.63376	1.0	7907	2	0.14145	0.32112	0.53172	1.0	7513	3	0.14145
LGI1	4	0.43971	0.58705	1.0	7908	2	-0.16051	0.9102	0.90999	1.0	14625	0	-0.16051
KIR2DL4	3	0.43972	0.51323	1.0	7909	1	-0.0084159	0.51349	0.56059	1.0	9694	1	-0.0084159
TENC1	6	0.43972	0.6338	1.0	7910	2	-0.022786	0.94616	0.94585	1.0	15200	0	-0.022786
BIK	4	0.43973	0.58707	1.0	7911	2	-0.034901	0.3888	0.53546	1.0	8374	1	-0.034901
LRIF1	6	0.4398	0.63385	1.0	7912	2	-0.096088	0.033108	0.10771	0.884418	1619	2	-0.096088
PHYHIPL	6	0.43984	0.63387	1.0	7913	2	0.065692	0.26603	0.46912	1.0	6719	3	0.065692
MACROD1	4	0.43993	0.58725	1.0	7914	2	0.0068415	0.33207	0.4783	1.0	7652	2	0.0068415
MCOLN1	3	0.43997	0.51337	1.0	7915	1	0.065006	0.65041	0.65987	1.0	11155	1	0.065006
KRT39	2	0.44011	0.45233	1.0	7916	1	-0.053128	0.56957	0.56996	1.0	10293	1	-0.053128
SLC34A2	4	0.44029	0.58764	1.0	7917	2	0.087639	0.1087	0.23062	0.958486	3806	2	0.087639
CASP9	3	0.44032	0.51359	1.0	7918	1	0.34226	0.059969	0.13194	0.911641	2524	2	0.34226
PTGER2	4	0.44034	0.5877	1.0	7919	2	-0.039426	0.25184	0.39739	0.989386	6495	1	-0.039426
MLF1	4	0.44037	0.58773	1.0	7920	2	0.014067	0.37499	0.5216	1.0	8192	2	0.014067
ATP8B3	3	0.44044	0.51365	1.0	7921	1	0.075218	0.28272	0.41536	0.993386	6966	1	0.075218
ABRA	4	0.44051	0.58787	1.0	7922	2	0.11857	0.074937	0.16977	0.926478	2970	2	0.11857
MYOZ1	2	0.44051	0.45268	1.0	7923	1	0.18139	0.054962	0.097567	0.883738	2366	1	0.18139
AVIL	4	0.44079	0.58815	1.0	7924	2	0.013249	0.21578	0.3614	0.983597	5904	2	0.013249
RAVER2	4	0.44104	0.58841	1.0	7925	2	0.12484	0.11205	0.23659	0.958486	3906	2	0.12484
ZNF366	4	0.44111	0.58848	1.0	7926	1	-0.080443	0.8659	0.86557	1.0	13977	0	-0.080443
CBL	4	0.44115	0.58852	1.0	7927	1	0.30636	0.032749	0.088017	0.874238	1601	3	0.30636
PASD1	4	0.44123	0.58861	1.0	7928	2	-0.0064734	0.44318	0.59055	1.0	9028	2	-0.0064734
ZNF491	2	0.44128	0.45331	1.0	7929	1	-0.070038	0.63108	0.63087	1.0	10936	0	-0.070038
IGSF11	2	0.44137	0.45339	1.0	7930	1	0.045427	0.35121	0.37991	0.985348	7899	1	0.045427
CEACAM4	4	0.4414	0.58877	1.0	7931	2	-0.11249	0.10156	0.21794	0.950336	3627	1	-0.11249
ANKRD10	4	0.44142	0.5888	1.0	7932	2	-0.13865	0.88867	0.88831	1.0	14283	0	-0.13865
ZNF320	2	0.44163	0.45361	1.0	7933	1	-0.098288	0.28716	0.33061	0.98246	7049	1	-0.098288
DPF	4	0.44192	0.58929	1.0	7934	2	0.058307	0.24	0.38559	0.986086	6309	2	0.058307
UCHL3	2	0.44193	0.45386	1.0	7935	1	0.024017	0.35278	0.38113	0.985348	7923	1	0.024017
MRC1	2	0.44198	0.4539	1.0	7936	1	0.012643	0.075035	0.13062	0.91093	2976	1	0.012643
OR10Z1	3	0.44201	0.51458	1.0	7937	1	0.041736	0.65482	0.66347	1.0	11212	1	0.041736
TDRD6	4	0.44206	0.58943	1.0	7938	2	-0.072751	0.5472	0.64646	1.0	10036	1	-0.072751
FOXP3	4	0.44207	0.58944	1.0	7939	1	0.016958	0.73984	0.75555	1.0	12225	1	0.016958
PRDX2	2	0.44211	0.45401	1.0	7940	1	-0.10761	0.70144	0.70121	1.0	11756	0	-0.10761
SOST	4	0.44228	0.58965	1.0	7941	2	0.0063155	0.3402	0.48648	1.0	7742	2	0.0063155
SRSF4	5	0.44238	0.60177	1.0	7942	2	-0.056758	0.78767	0.8167	1.0	12863	1	-0.056758
CDK5RAP1	3	0.44239	0.51481	1.0	7943	1	0.24402	0.062824	0.1358	0.913587	2591	2	0.24402
GNG	8	0.44241	0.67274	1.0	7944	3	0.0084565	0.010789	0.046746	0.83495	651	3	0.0084565
FAM180	4	0.44248	0.58984	1.0	7945	1	0.090996	0.076054	0.17189	0.927288	3000	2	0.090996
CHM	3	0.44255	0.5149	1.0	7946	1	-0.091352	0.9278	0.92795	1.0	14904	0	-0.091352
CALU	8	0.44257	0.67286	1.0	7947	3	-0.064112	0.96088	0.96294	1.0	15453	1	-0.064112
CYP26C1	4	0.44275	0.59008	1.0	7948	2	-0.027257	0.77925	0.78504	1.0	12750	1	-0.027257
CRELD2	4	0.44276	0.59008	1.0	7949	1	0.12087	0.13014	0.26779	0.967157	4363	2	0.12087
TTC26	4	0.44278	0.5901	1.0	7950	2	-0.054246	0.5896	0.66688	1.0	10503	1	-0.054246
SLC25A27	4	0.44281	0.59013	1.0	7951	2	-0.04914	0.22522	0.37081	0.983597	6054	1	-0.04914
GCM2	4	0.44324	0.59055	1.0	7952	1	-0.03286	0.68018	0.71649	1.0	11514	1	-0.03286
ATG4A	4	0.4433	0.59061	1.0	7953	2	-0.086695	0.92465	0.92437	1.0	14845	0	-0.086695
CUTC	4	0.44333	0.59064	1.0	7954	2	-0.17637	0.78132	0.78671	1.0	12779	1	-0.17637
ZNF431	3	0.44337	0.51536	1.0	7955	1	0.1351	0.12976	0.22362	0.952956	4357	1	0.1351
OR10H1	2	0.44338	0.4551	1.0	7956	1	-0.19062	0.85274	0.85233	1.0	13765	0	-0.19062
PAFAH1B	4	0.44342	0.59072	1.0	7957	2	-0.077379	0.72277	0.74367	1.0	12013	1	-0.077379
NANOS3	3	0.44347	0.51542	1.0	7958	1	-0.20223	0.79434	0.79418	1.0	12956	0	-0.20223
SLC12A3	4	0.44348	0.59079	1.0	7959	1	0.13055	0.041694	0.10595	0.883738	1930	3	0.13055
GLTP	3	0.44353	0.51546	1.0	7960	1	-0.15192	0.89998	0.90005	1.0	14458	0	-0.15192
PARP12	3	0.44356	0.51548	1.0	7961	1	-0.01593	0.7822	0.78205	1.0	12787	0	-0.01593
NUDT16	10	0.44365	0.70481	1.0	7962	4	-0.01492	0.35501	0.62832	1.0	7955	3	-0.01492
PTPRZ1	2	0.44375	0.45544	1.0	7963	1	-0.13199	0.78581	0.78526	1.0	12839	0	-0.13199
ZNRF	7	0.44381	0.662	1.0	7964	3	-0.16544	0.93187	0.937	1.0	14968	1	-0.16544
COQ10B	4	0.44394	0.59126	1.0	7965	2	-0.082117	0.66978	0.71035	1.0	11380	1	-0.082117
WLS	5	0.444	0.60309	1.0	7966	1	-0.04813	0.30056	0.48872	1.0	7254	1	-0.04813
TM2D	4	0.444	0.59131	1.0	7967	2	-0.093091	0.88084	0.88041	1.0	14172	0	-0.093091
FGFR1OP	3	0.444	0.51576	1.0	7968	1	-0.11906	0.10707	0.19435	0.939445	3770	1	-0.11906
RAB3GAP2	4	0.44405	0.59137	1.0	7969	2	0.040164	0.38646	0.53314	1.0	8345	2	0.040164
TUBB1	4	0.44422	0.59154	1.0	7970	2	0.037783	0.16022	0.30517	0.97762	4927	2	0.037783
AMOTL1	3	0.44438	0.51599	1.0	7971	1	0.036013	0.7932	0.79301	1.0	12937	0	0.036013
SPATS2	3	0.44448	0.51605	1.0	7972	1	0.095519	0.05715	0.12814	0.907237	2427	1	0.095519
PDK4	4	0.44449	0.5918	1.0	7973	2	-0.013043	0.35531	0.50171	1.0	7959	2	-0.013043
CLDND1	3	0.44451	0.51607	1.0	7974	1	0.028228	0.40858	0.49627	1.0	8602	1	0.028228
ANGPT1	3	0.44473	0.5162	1.0	7975	1	-0.12299	0.28284	0.41551	0.993386	6967	1	-0.12299
IGSF1	8	0.44475	0.67454	1.0	7976	3	0.072209	0.1029	0.27789	0.970586	3661	4	0.072209
MFSD12	4	0.4448	0.59211	1.0	7977	2	-0.064838	0.88614	0.88579	1.0	14246	0	-0.064838
NCOA2	4	0.44489	0.59221	1.0	7978	1	0.42141	0.019254	0.060139	0.852135	1062	3	0.42141
RBM34	2	0.44489	0.45641	1.0	7979	1	-0.1105	0.60864	0.60844	1.0	10690	0	-0.1105
FAM20B	5	0.44497	0.60394	1.0	7980	2	-0.15643	0.35758	0.53374	1.0	7989	2	-0.15643
IL1R2	2	0.44503	0.45653	1.0	7981	1	-0.15781	0.79731	0.79669	1.0	12994	0	-0.15781
GDPD3	4	0.44505	0.59237	1.0	7982	2	-0.092634	0.77004	0.77784	1.0	12625	1	-0.092634
OR2T10	3	0.44505	0.51638	1.0	7983	1	-0.16694	0.526	0.56886	1.0	9818	1	-0.16694
HIST1H2BF	2	0.44522	0.45669	1.0	7984	1	-0.17703	0.78181	0.78121	1.0	12784	0	-0.17703
MSANTD1	4	0.44525	0.59257	1.0	7985	1	0.083946	0.30825	0.45426	1.0	7357	2	0.083946
C9orf50	4	0.44527	0.59259	1.0	7986	2	-0.063444	0.068854	0.15839	0.921782	2784	1	-0.063444
VASH2	4	0.44533	0.59264	1.0	7987	1	0.11994	0.35286	0.49928	1.0	7924	2	0.11994
WDR90	4	0.44535	0.59267	1.0	7988	2	0.014188	0.61797	0.68152	1.0	10786	1	0.014188
TRIM17	1	0.44535	0.44558	1.0	7989	0	-0.054527	0.55465	0.55457	1.0	10122	0	-0.054527
NPVF	2	0.44538	0.45683	1.0	7990	1	0.090948	0.27759	0.32338	0.980576	6894	1	0.090948
SLC27A2	4	0.44544	0.59275	1.0	7991	2	-0.0011622	0.42361	0.57084	1.0	8779	2	-0.0011622
OR4D9	2	0.44545	0.45689	1.0	7992	1	0.28505	0.030098	0.054997	0.849528	1502	1	0.28505
RAMP2	2	0.4455	0.45693	1.0	7993	1	-0.20687	0.86259	0.86241	1.0	13925	0	-0.20687
KLK12	6	0.44553	0.63745	1.0	7994	2	0.11374	0.024058	0.084904	0.86764	1260	3	0.11374
PPP2R5E	4	0.4456	0.59292	1.0	7995	2	0.14455	0.11672	0.24468	0.96057	4022	2	0.14455
TLR7	2	0.44566	0.45705	1.0	7996	1	0.3492	0.032586	0.05933	0.852135	1595	1	0.3492
HTRA4	4	0.44573	0.59306	1.0	7997	1	-0.041055	0.739	0.75494	1.0	12212	1	-0.041055
LYSMD1	8	0.44574	0.6753	1.0	7998	3	0.045059	0.68574	0.83407	1.0	11573	2	0.045059
KIAA024	3	0.44574	0.51679	1.0	7999	1	0.13901	0.27699	0.40845	0.993223	6889	2	0.13901
GPLD1	4	0.4458	0.59312	1.0	8000	2	0.0099586	0.016967	0.054745	0.849528	965	2	0.0099586
CDR2L	3	0.44584	0.51685	1.0	8001	1	0.28697	0.015952	0.041708	0.832426	919	2	0.28697
SPTLC2	2	0.44591	0.45725	1.0	8002	1	-0.030095	0.48898	0.49511	1.0	9479	1	-0.030095
APBA3	4	0.44599	0.59334	1.0	8003	2	-0.056321	0.7133	0.73729	1.0	11889	1	-0.056321
CRISP	4	0.44602	0.59336	1.0	8004	2	0.017697	0.29314	0.43904	0.996682	7143	2	0.017697
EML4	3	0.44603	0.51695	1.0	8005	1	-0.028835	0.72587	0.72627	1.0	12059	1	-0.028835
KRT23	3	0.44609	0.517	1.0	8006	1	0.10283	0.51018	0.55839	1.0	9664	1	0.10283
CES3	8	0.44624	0.6757	1.0	8007	2	0.059743	0.31855	0.57536	1.0	7481	4	0.059743
NKR	3	0.44631	0.51714	1.0	8008	1	0.10871	0.25011	0.37543	0.983597	6460	2	0.10871
REL	7	0.44631	0.6643	1.0	8009	2	0.13784	0.26346	0.49239	1.0	6671	3	0.13784
C10orf11	4	0.44633	0.59367	1.0	8010	2	-0.0065119	0.422	0.56924	1.0	8765	2	-0.0065119
IFNA5	2	0.44636	0.45764	1.0	8011	1	-0.18229	0.67129	0.67104	1.0	11401	0	-0.18229
ACYP	3	0.44647	0.51723	1.0	8012	1	0.19205	0.065858	0.13982	0.918528	2682	2	0.19205
PAMR1	3	0.4465	0.51725	1.0	8013	1	0.064102	0.2074	0.32255	0.980576	5756	1	0.064102
FSTL4	3	0.44653	0.51726	1.0	8014	1	-0.065302	0.24823	0.37309	0.983597	6429	1	-0.065302
CENPBD1	2	0.44663	0.4579	1.0	8015	1	-0.0076722	0.52493	0.5278	1.0	9803	1	-0.0076722
TSNARE1	4	0.44665	0.59401	1.0	8016	2	-0.079462	0.56972	0.65712	1.0	10295	1	-0.079462
TFAP2B	2	0.44674	0.45798	1.0	8017	1	0.016402	0.28321	0.3276	0.98246	6973	1	0.016402
TAS2R39	2	0.44674	0.45798	1.0	8018	1	-0.24618	0.85614	0.85582	1.0	13822	0	-0.24618
ELAC1	3	0.44679	0.51744	1.0	8019	1	-0.060199	0.63582	0.64835	1.0	10990	1	-0.060199
HIST1H4C	2	0.44684	0.45806	1.0	8020	1	-0.0028565	0.40656	0.42459	0.993386	8574	1	-0.0028565
MAZ	4	0.44685	0.5942	1.0	8021	2	-0.074202	0.28735	0.43317	0.993606	7052	1	-0.074202
OR5B12	2	0.44691	0.45812	1.0	8022	1	0.13148	0.13518	0.22174	0.952956	4476	1	0.13148
LAT	6	0.44692	0.63838	1.0	8023	2	-0.0011434	0.76228	0.8395	1.0	12526	1	-0.0011434
IL4I1	4	0.4471	0.59444	1.0	8024	1	0.068775	0.43344	0.58082	1.0	8904	1	0.068775
SPATA24	3	0.4471	0.51763	1.0	8025	1	-0.087593	0.63994	0.65165	1.0	11036	1	-0.087593
CLEC6A	2	0.44713	0.45831	1.0	8026	1	-0.060005	0.51138	0.51534	1.0	9676	1	-0.060005
CRTC2	4	0.44732	0.59469	1.0	8027	1	0.054753	0.17209	0.31716	0.978268	5130	1	0.054753
PLIN5	4	0.44737	0.59474	1.0	8028	2	-0.081678	0.84112	0.84062	1.0	13603	0	-0.081678
MEX3B	4	0.44742	0.59478	1.0	8029	1	-0.094633	0.72302	0.74383	1.0	12016	1	-0.094633
RGS16	2	0.44745	0.45856	1.0	8030	1	0.20827	0.28249	0.32706	0.98246	6960	1	0.20827
TRIM47	4	0.44748	0.59485	1.0	8031	2	-0.10021	0.34316	0.48948	1.0	7793	1	-0.10021
PT	3	0.44751	0.51789	1.0	8032	1	0.15323	0.38186	0.48116	1.0	8278	1	0.15323
CPLX4	4	0.44759	0.59498	1.0	8033	2	-0.048285	0.169	0.31403	0.978268	5083	1	-0.048285
JARID2	5	0.44765	0.60613	1.0	8034	2	-0.039982	0.36451	0.53927	1.0	8067	1	-0.039982
C6orf25	5	0.44767	0.60616	1.0	8035	2	0.16057	0.15857	0.31704	0.978268	4894	3	0.16057
FAM219A	5	0.44774	0.60621	1.0	8036	1	0.014186	0.038531	0.1127	0.889932	1807	2	0.014186
UNC13C	2	0.44775	0.45882	1.0	8037	1	-0.034427	0.47193	0.48023	1.0	9319	1	-0.034427
ABI2	4	0.44812	0.59549	1.0	8038	2	-0.18233	0.86543	0.86511	1.0	13965	0	-0.18233
POLD	4	0.44834	0.59572	1.0	8039	2	-0.086004	0.87986	0.87946	1.0	14158	0	-0.086004
SLC36A	3	0.44838	0.51843	1.0	8040	1	0.026614	0.38906	0.48515	1.0	8378	1	0.026614
CPNE7	4	0.44842	0.59579	1.0	8041	1	0.1432	0.065773	0.1525	0.921743	2679	2	0.1432
PLEKHF	2	0.44842	0.4594	1.0	8042	1	0.026477	0.19381	0.26239	0.964266	5514	1	0.026477
DUSP11	4	0.4487	0.59611	1.0	8043	2	-0.11873	0.82007	0.82024	1.0	13323	1	-0.11873
FOXP2	2	0.44875	0.45967	1.0	8044	1	-0.071463	0.72839	0.728	1.0	12086	0	-0.071463
CERCAM	4	0.44895	0.59639	1.0	8045	2	0.027205	0.20434	0.34976	0.982573	5698	2	0.027205
KISS1R	4	0.44901	0.59647	1.0	8046	1	-0.078867	0.045136	0.11268	0.889932	2075	1	-0.078867
C19orf44	4	0.44913	0.59658	1.0	8047	1	0.42767	0.009425	0.031626	0.816307	582	3	0.42767
MINK1	4	0.44917	0.59661	1.0	8048	1	0.10584	0.068482	0.15765	0.921782	2772	2	0.10584
PECR	4	0.44929	0.59673	1.0	8049	1	0.017263	0.090327	0.19783	0.939445	3350	1	0.017263
FAM82B	2	0.44931	0.46019	1.0	8050	1	-0.023197	0.46062	0.47033	1.0	9220	1	-0.023197
H2AFV	5	0.44933	0.60752	1.0	8051	2	0.13418	0.11357	0.25	0.964015	3946	3	0.13418
OR2F1	2	0.44944	0.46031	1.0	8052	1	0.039734	0.23825	0.29444	0.975835	6272	1	0.039734
SLC20A1	6	0.44958	0.64012	1.0	8053	1	-0.039983	0.17941	0.36681	0.983597	5256	2	-0.039983
MAB21L3	4	0.44961	0.59706	1.0	8054	1	0.32594	0.041516	0.1056	0.883738	1924	3	0.32594
ICAM1	4	0.44969	0.59714	1.0	8055	2	0.17963	0.11707	0.24529	0.96057	4033	2	0.17963
SCNN1G	3	0.44972	0.51921	1.0	8056	1	0.10109	0.13802	0.23428	0.958486	4536	1	0.10109
WISP1	8	0.44974	0.67846	1.0	8057	2	0.19176	0.085942	0.24207	0.9605	3234	5	0.19176
CD248	2	0.44977	0.4606	1.0	8058	1	-0.077149	0.50547	0.50998	1.0	9628	1	-0.077149
